student_id,age,gender,attendance_rate,avg_test_score,assignments_submitted_pct,family_income_level,parental_education,study_hours_per_week,extracurricular,previous_semester_gpa,lms_login_frequency_per_week,dropout_risk
STU1617,25,Male,77.43,62.2,69.77,Medium,Graduate,4.6,Yes,2.15,6,0
STU1618,17,Male,96.48,47.58,82.98,Low,None,0.76,No,1.82,3,0
STU1619,23,Female,39.94,75.09,75.71,Medium,None,19.93,No,3.53,7,1
STU1620,21,Female,71.83,59.96,79.81,Low,Secondary,9.87,Yes,3.56,0,0
STU1621,21,Male,70.74,87.76,100.0,Low,Secondary,6.14,No,1.93,8,0
STU1622,18,Female,59.15,54.16,75.15,High,None,1.51,No,2.95,1,1
STU1623,19,Female,86.78,49.56,88.38,High,None,8.89,No,2.38,4,0
STU1624,23,Female,56.78,67.59,68.96,Low,Graduate,9.25,No,3.77,7,1
STU1625,22,Female,58.5,33.67,91.5,Medium,Graduate,13.83,No,4.0,3,0
STU1626,18,Male,90.77,56.59,50.21,High,Secondary,5.23,No,3.19,5,1
STU1627,22,Female,100.0,59.06,38.25,Medium,Secondary,7.33,No,2.19,7,1
STU1628,18,Female,76.86,68.97,100.0,Medium,Postgraduate,5.38,No,1.67,10,0
STU1629,18,Male,59.74,47.07,100.0,Medium,None,8.91,No,2.8,4,1
STU1630,18,Male,67.42,49.17,36.09,High,Secondary,0.04,Yes,2.48,5,1
STU1631,19,Female,93.12,85.82,74.28,High,Graduate,5.98,No,1.45,5,0
STU1632,18,Female,79.75,64.76,78.0,Medium,None,13.15,No,2.66,4,1
STU1633,20,Female,76.48,80.56,89.46,Low,Graduate,3.87,No,4.0,0,0
STU1634,25,Female,82.7,55.25,100.0,High,Graduate,15.0,No,3.24,1,0
STU1635,22,Male,77.44,64.02,53.77,Low,Postgraduate,14.37,Yes,1.67,4,0
STU1636,17,Male,100.0,68.86,54.85,Medium,Graduate,14.79,Yes,2.59,6,0
STU1637,24,Male,66.76,96.46,74.98,Low,Postgraduate,9.98,No,2.9,8,0
STU1638,23,Female,65.04,61.08,55.73,Medium,None,9.53,No,2.99,4,1
STU1639,19,Female,57.25,62.01,20.72,Medium,Graduate,11.6,No,1.29,9,1
STU1640,17,Female,69.9,84.77,70.46,Low,None,16.6,No,2.51,1,1
STU1641,21,Female,61.62,58.16,92.15,High,Graduate,16.15,No,2.81,5,0
STU1642,20,Male,81.27,70.12,74.59,Low,Graduate,1.69,Yes,2.45,4,0
STU1643,24,Male,78.31,83.2,87.48,High,Secondary,5.63,No,1.06,1,0
STU1644,17,Female,61.81,54.63,84.62,High,Graduate,4.73,Yes,2.48,0,1
STU1645,17,Male,86.84,71.13,54.46,Low,None,13.63,No,3.23,3,0
STU1646,20,Female,100.0,96.42,76.36,Medium,Secondary,6.6,No,2.14,3,1
STU1647,24,Female,83.37,81.58,44.5,Low,Postgraduate,8.98,Yes,2.22,2,1
STU1648,21,Male,39.85,70.13,64.76,Medium,Secondary,18.54,Yes,3.72,7,1
STU1649,18,Female,100.0,60.96,76.01,Medium,None,15.6,Yes,2.44,3,0
STU1650,22,Female,89.2,54.12,74.98,Low,Secondary,16.88,No,2.69,2,0
STU1651,21,Male,100.0,47.21,49.18,Medium,Graduate,6.42,Yes,1.11,4,0
STU1652,18,Female,94.36,92.17,53.22,Medium,None,0.0,No,1.76,3,0
STU1653,19,Female,97.36,88.68,80.82,High,Secondary,8.02,Yes,4.0,9,0
STU1654,25,Male,81.08,53.17,91.55,Low,Graduate,2.8,No,3.92,4,0
STU1655,23,Female,74.07,71.08,70.86,Medium,None,0.28,Yes,2.98,2,0
STU1656,23,Male,83.6,67.0,69.86,Low,Secondary,15.64,Yes,0.77,9,0
STU1657,22,Female,67.37,86.32,93.63,High,Graduate,5.54,Yes,1.53,7,0
STU1658,24,Male,84.51,71.89,59.56,Low,Secondary,5.97,No,1.51,5,1
STU1659,20,Male,38.6,64.59,100.0,Medium,Graduate,8.17,No,1.5,2,1
STU1660,24,Male,78.64,55.25,48.09,Low,None,18.23,Yes,2.29,7,0
STU1661,20,Female,98.17,71.14,95.97,Medium,Postgraduate,9.19,Yes,3.22,0,0
STU1662,24,Male,79.41,58.73,85.78,High,Postgraduate,14.76,Yes,2.09,7,1
STU1663,25,Male,100.0,68.97,100.0,Medium,Secondary,8.42,No,2.35,5,0
STU1664,19,Male,74.04,63.63,52.58,Medium,None,2.1,Yes,2.35,7,0
STU1665,19,Male,93.04,58.3,28.32,Medium,Postgraduate,4.05,No,3.32,0,1
STU1666,18,Male,64.83,47.49,99.99,High,Secondary,9.98,No,3.31,2,1
STU1667,19,Female,92.43,74.26,45.57,Medium,Graduate,10.54,No,2.73,2,0
STU1668,19,Female,81.49,65.77,87.32,High,Graduate,12.71,No,3.62,1,0
STU1669,21,Female,74.7,97.17,98.64,Medium,Graduate,12.72,Yes,2.29,6,0
STU1670,21,Female,39.39,46.42,82.6,Medium,Graduate,14.5,No,4.0,4,1
STU1671,18,Female,74.18,76.26,79.64,Low,Secondary,6.15,Yes,2.12,2,1
STU1672,22,Female,81.2,63.51,83.02,Medium,Secondary,19.14,No,1.03,1,0
STU1673,21,Female,90.43,100.0,91.75,Low,Graduate,19.59,No,1.59,2,0
STU1674,22,Male,100.0,74.88,86.74,High,Graduate,7.4,Yes,1.52,7,0
STU1675,17,Female,100.0,70.84,50.67,Medium,Graduate,6.03,Yes,2.01,4,0
STU1676,21,Male,96.69,63.56,100.0,High,Postgraduate,1.08,Yes,3.5,7,0
STU1677,25,Male,69.57,52.34,76.02,Low,Graduate,10.85,Yes,2.24,12,1
STU1678,18,Female,73.43,70.61,85.37,Low,Secondary,12.26,Yes,1.52,4,0
STU1679,17,Male,89.08,40.12,89.22,High,Graduate,7.1,Yes,1.44,0,0
STU1680,25,Male,85.79,40.95,98.12,Medium,Secondary,11.41,Yes,2.55,4,0
STU1681,25,Male,100.0,83.22,96.04,Medium,None,3.06,No,3.82,10,0
STU1682,25,Male,100.0,33.28,77.63,High,Secondary,14.84,No,2.78,8,0
STU1683,22,Female,100.0,59.25,76.35,Medium,Graduate,7.35,No,3.36,3,0
STU1684,24,Female,100.0,46.12,83.17,Low,Postgraduate,11.44,No,2.92,4,1
STU1685,17,Female,85.92,57.76,97.0,High,Secondary,11.05,No,1.38,7,0
STU1686,20,Female,98.24,68.32,52.75,Low,Secondary,0.2,No,3.08,6,0
STU1687,17,Female,100.0,82.72,87.88,High,Graduate,14.17,No,1.69,7,0
STU1688,24,Female,75.79,86.92,57.27,Low,Graduate,6.08,No,2.27,4,0
STU1689,17,Female,70.01,48.46,100.0,Medium,Graduate,11.01,Yes,2.02,6,0
STU1690,19,Female,66.49,56.61,82.35,Low,Graduate,2.95,No,2.52,4,0
STU1691,20,Female,64.85,100.0,66.68,Medium,Graduate,7.6,No,2.4,9,0
STU1692,24,Female,57.27,60.5,83.57,Low,Secondary,11.82,No,2.3,0,1
STU1693,22,Male,81.75,49.12,75.18,High,Secondary,4.6,No,2.38,0,1
STU1694,23,Female,63.0,52.12,71.8,Medium,Secondary,4.88,Yes,2.81,2,0
STU1695,24,Male,66.25,60.61,38.82,Low,Graduate,10.63,Yes,2.38,2,1
STU1696,18,Male,88.52,57.93,54.52,Medium,None,9.16,No,2.46,0,1
STU1697,24,Male,80.72,60.78,72.19,Medium,Graduate,11.75,No,4.0,0,1
STU1698,19,Male,84.44,64.61,41.23,Low,Secondary,8.16,Yes,3.43,8,0
STU1699,23,Female,98.48,64.49,63.26,Low,Secondary,13.21,Yes,2.2,4,0
STU1700,19,Male,90.97,47.8,65.0,Medium,Secondary,7.17,No,2.69,4,0
STU1701,23,Female,100.0,71.65,59.41,Low,Secondary,12.99,No,2.62,5,0
STU1702,18,Female,79.2,67.18,90.45,Low,Secondary,5.47,No,2.66,9,0
STU1703,22,Male,100.0,73.94,57.4,Low,Graduate,6.95,Yes,2.58,5,0
STU1704,19,Female,83.4,34.14,76.77,Medium,Secondary,13.65,Yes,2.67,4,0
STU1705,19,Male,80.53,67.82,67.94,Medium,Graduate,7.43,Yes,2.4,3,0
STU1706,25,Male,99.92,29.26,72.62,Low,Secondary,4.14,No,2.11,6,0
STU1707,23,Female,64.92,61.84,100.0,High,Secondary,18.65,Yes,2.29,4,0
STU1708,21,Female,100.0,76.84,78.59,High,Secondary,9.82,Yes,1.21,9,0
STU1709,23,Male,73.77,83.82,82.46,Low,Postgraduate,12.36,No,3.16,4,0
STU1710,25,Female,59.73,71.02,59.69,Low,Secondary,0.0,No,2.99,8,1
STU1711,17,Female,87.8,77.16,87.52,High,Secondary,16.66,Yes,4.0,2,0
STU1712,23,Female,72.34,59.62,86.68,Medium,Postgraduate,23.23,No,1.64,2,1
STU1713,22,Male,100.0,55.83,84.75,Low,Secondary,16.21,No,2.28,0,0
STU1714,25,Male,71.51,100.0,50.82,Medium,Graduate,16.92,No,3.53,7,0
STU1715,17,Female,82.72,79.89,63.3,Medium,Secondary,7.96,No,2.89,4,0
STU1716,20,Female,56.62,43.89,100.0,Low,Graduate,11.26,No,3.91,6,1
STU1717,25,Female,90.19,33.78,61.25,Medium,Secondary,12.44,Yes,3.78,10,0
STU1718,20,Female,66.34,56.63,100.0,Medium,Postgraduate,6.51,No,0.66,2,1
STU1719,19,Female,88.4,86.45,64.07,Medium,Graduate,9.38,No,2.81,2,0
STU1720,25,Male,71.57,65.88,77.96,High,Secondary,5.0,No,2.81,2,0
STU1721,18,Female,47.3,24.97,71.26,Low,None,8.02,No,2.58,0,1
STU1722,20,Male,79.97,61.81,58.1,Medium,Secondary,14.2,No,2.25,4,1
STU1723,22,Female,79.3,64.96,58.39,Medium,Graduate,1.17,No,3.85,7,1
STU1724,18,Male,91.22,21.52,60.92,Medium,Secondary,14.77,Yes,2.58,5,0
STU1725,24,Female,100.0,65.43,77.96,Low,Secondary,2.11,Yes,0.09,0,0
STU1726,24,Male,100.0,46.76,92.81,Medium,Graduate,10.26,No,2.25,3,1
STU1727,17,Female,90.96,31.96,76.66,Low,Secondary,10.72,Yes,4.0,5,0
STU1728,19,Male,82.18,93.88,74.33,Low,Secondary,12.86,No,1.71,7,0
STU1729,25,Male,56.59,45.96,99.21,Low,Secondary,9.1,Yes,3.57,7,0
STU1730,21,Male,81.03,52.99,75.83,Medium,Graduate,4.78,No,3.43,3,0
STU1731,22,Male,81.22,52.75,64.14,Low,Postgraduate,10.92,No,2.4,3,0
STU1732,20,Male,75.02,65.04,55.05,Medium,Secondary,20.86,Yes,2.75,6,1
STU1733,18,Male,87.49,96.79,100.0,Low,Graduate,9.93,Yes,2.54,3,0
STU1734,24,Female,94.83,43.47,68.41,Low,None,5.59,Yes,2.18,7,0
STU1735,22,Male,65.72,59.48,63.43,Low,Secondary,7.66,Yes,2.07,3,1
STU1736,21,Female,65.49,67.18,61.7,Low,Secondary,10.75,No,3.74,9,0
STU1737,25,Female,75.91,49.36,99.28,Medium,Secondary,8.66,No,2.46,5,0
STU1738,17,Female,68.77,59.19,63.54,Medium,Secondary,7.96,Yes,1.98,0,1
STU1739,21,Female,53.38,75.7,94.81,High,Graduate,16.64,No,3.04,6,0
STU1740,22,Female,63.05,51.4,70.39,High,Postgraduate,12.59,Yes,2.94,5,1
STU1741,21,Male,59.52,58.9,50.83,Medium,None,9.41,No,1.41,6,1
STU1742,22,Male,96.13,57.24,68.35,Medium,Secondary,9.45,Yes,2.08,11,0
STU1743,22,Male,100.0,63.13,74.34,Low,Postgraduate,10.87,No,1.24,4,0
STU1744,23,Female,61.57,69.38,72.7,Medium,Secondary,12.8,No,4.0,0,0
STU1745,20,Male,86.19,75.56,72.2,Medium,Graduate,16.41,No,2.31,8,0
STU1746,24,Male,91.1,99.88,68.56,Low,Secondary,7.94,No,2.06,0,0
STU1747,23,Male,55.62,17.15,59.3,Low,Secondary,5.03,No,2.2,2,1
STU1748,25,Male,80.41,61.99,75.21,Low,Secondary,7.22,No,2.0,5,0
STU1749,23,Male,100.0,40.44,85.82,Medium,Graduate,5.62,No,2.45,2,0
STU1750,19,Female,88.16,58.06,45.75,Medium,Graduate,2.37,Yes,3.59,4,0
STU1751,19,Male,74.32,80.86,100.0,Medium,Secondary,17.05,No,2.68,4,0
STU1752,24,Female,69.6,86.56,1.07,Medium,Graduate,14.27,Yes,1.49,9,0
STU1753,21,Female,47.66,87.4,76.5,Medium,Secondary,0.0,No,1.68,0,0
STU1754,20,Female,85.06,87.24,84.32,Medium,None,11.09,No,2.74,5,0
STU1755,24,Female,100.0,61.87,62.93,Low,Graduate,8.12,No,1.93,2,0
STU1756,22,Female,65.8,90.17,32.48,Medium,Graduate,7.52,No,2.45,3,0
STU1757,18,Male,48.97,93.74,73.07,Medium,Secondary,0.0,Yes,4.0,7,0
STU1758,20,Male,68.04,67.5,78.39,Medium,Secondary,9.87,No,1.8,6,0
STU1759,20,Male,91.22,86.19,52.03,Medium,Postgraduate,10.38,Yes,1.44,6,0
STU1760,22,Female,71.57,65.74,58.4,Medium,Graduate,4.12,Yes,2.01,1,1
STU1761,22,Male,65.69,90.38,94.25,Low,Graduate,18.11,No,1.16,8,0
STU1762,17,Male,78.29,62.09,77.35,Medium,None,13.96,Yes,3.63,2,0
STU1763,24,Female,81.45,54.03,44.83,High,Graduate,4.67,No,1.67,9,1
STU1764,22,Female,57.17,44.84,84.0,Medium,Secondary,15.12,No,1.82,3,1
STU1765,19,Female,74.74,61.87,56.39,Low,Postgraduate,7.67,No,1.53,8,0
STU1766,25,Female,70.54,66.52,59.5,Low,None,15.28,Yes,1.25,5,1
STU1767,18,Male,68.39,47.97,78.95,High,Secondary,2.79,No,2.56,0,1
STU1768,24,Female,62.74,60.5,77.09,Low,Secondary,10.85,No,2.0,3,1
STU1769,19,Female,92.12,55.52,66.95,Low,Graduate,3.92,No,1.16,10,0
STU1770,21,Male,68.33,45.61,64.92,Medium,Graduate,5.81,No,2.3,7,1
STU1771,22,Male,48.08,83.65,69.98,High,Secondary,0.34,No,2.89,3,0
STU1772,22,Female,81.96,86.81,59.39,Low,Graduate,3.83,Yes,2.25,8,0
STU1773,20,Male,88.88,83.57,96.78,Medium,Graduate,3.8,No,3.08,5,0
STU1774,19,Female,66.06,63.49,43.62,Medium,None,3.17,No,3.96,9,0
STU1775,20,Female,69.61,64.6,70.18,Low,Graduate,10.94,No,3.25,4,0
STU1776,17,Male,68.26,45.86,45.81,High,Postgraduate,1.17,Yes,2.77,4,1
STU1777,20,Male,72.8,72.46,93.72,Medium,None,11.49,No,3.25,7,0
STU1778,17,Female,94.6,68.05,70.15,Medium,None,15.03,No,4.0,5,0
STU1779,17,Female,76.29,100.0,53.87,High,Secondary,5.55,No,1.45,6,1
STU1780,22,Female,90.59,84.57,88.7,High,None,9.58,No,3.11,2,0
STU1781,21,Male,63.47,70.67,29.16,Medium,Secondary,8.32,Yes,1.8,8,0
STU1782,20,Female,72.24,64.25,80.62,Low,Graduate,7.94,Yes,2.79,7,0
STU1783,19,Female,92.31,83.02,98.03,High,Graduate,0.0,No,1.54,9,0
STU1784,17,Female,65.92,48.52,78.59,Medium,Secondary,4.37,No,3.2,0,0
STU1785,22,Female,93.18,85.51,64.87,High,Graduate,17.31,No,2.82,1,0
STU1786,18,Female,68.57,45.43,50.16,High,Graduate,11.62,Yes,3.8,2,0
STU1787,24,Male,73.18,54.89,96.65,Low,Postgraduate,8.79,No,2.38,4,0
STU1788,21,Female,100.0,31.91,93.55,High,None,0.0,Yes,2.36,1,0
STU1789,23,Female,71.46,76.05,62.09,Medium,Graduate,12.97,No,2.37,6,0
STU1790,18,Female,80.18,69.5,62.63,Medium,Postgraduate,5.44,Yes,4.0,3,0
STU1791,24,Female,87.25,54.89,98.74,Low,Secondary,3.81,No,3.11,8,0
STU1792,18,Male,81.4,48.28,85.63,High,Secondary,4.31,No,3.68,11,0
STU1793,20,Male,81.83,89.82,39.27,Medium,Secondary,12.55,No,3.18,3,0
STU1794,17,Male,77.15,62.6,71.09,Medium,Graduate,9.65,No,3.31,2,0
STU1795,21,Female,58.47,51.19,70.35,High,Secondary,14.32,No,1.42,7,1
STU1796,25,Female,83.22,99.59,79.95,Medium,Postgraduate,15.63,Yes,2.15,5,0
STU1797,17,Male,67.01,53.17,75.12,Medium,Graduate,6.3,No,2.1,6,1
STU1798,25,Male,89.64,85.5,64.75,High,Secondary,9.79,No,2.65,8,0
STU1799,24,Male,98.58,44.28,78.57,Medium,Graduate,8.48,Yes,2.52,4,0
STU1800,22,Female,50.92,58.61,66.04,High,None,3.19,No,1.31,1,1
STU1801,23,Female,98.61,74.04,100.0,High,Secondary,3.91,No,2.63,1,0
STU1802,19,Male,71.83,63.96,77.45,Medium,Graduate,9.18,Yes,0.99,4,0
STU1803,17,Male,76.04,69.39,74.71,Medium,Graduate,9.71,Yes,3.22,3,0
STU1804,21,Male,64.31,55.3,100.0,Low,Secondary,9.73,No,2.68,7,1
STU1805,18,Female,80.83,36.24,47.71,Medium,Graduate,9.73,No,3.6,9,1
STU1806,21,Female,79.0,91.38,72.8,Medium,Secondary,5.92,Yes,2.77,9,0
STU1807,24,Female,94.15,56.4,56.01,Medium,Secondary,20.61,No,2.23,2,1
STU1808,25,Male,66.88,70.2,87.7,Low,Secondary,11.16,No,1.34,2,1
STU1809,18,Male,100.0,77.64,65.11,Low,Secondary,7.12,Yes,2.28,0,0
STU1810,19,Female,87.97,70.56,86.6,Low,Postgraduate,12.01,Yes,1.97,5,0
STU1811,19,Male,79.36,52.25,85.16,Low,Graduate,5.74,No,2.9,7,1
STU1812,17,Female,75.29,85.88,90.61,Medium,Secondary,10.13,No,2.26,2,0
STU1813,24,Male,73.4,74.25,85.49,Low,Secondary,12.0,No,3.08,0,0
STU1814,22,Male,74.38,68.58,70.52,Low,Secondary,12.75,No,3.68,10,1
STU1815,24,Male,80.53,68.16,47.05,Low,Secondary,3.71,Yes,1.47,2,0
STU1816,25,Male,74.87,95.28,95.18,Medium,Graduate,25.15,No,2.6,4,0
STU1817,21,Female,68.39,51.86,100.0,High,Postgraduate,15.91,No,2.56,3,0
STU1818,19,Male,80.62,72.47,56.24,Low,Graduate,20.16,Yes,2.85,0,0
STU1819,21,Female,65.46,55.48,89.72,Medium,Secondary,8.72,No,3.15,7,0
STU1820,21,Female,82.84,30.15,51.59,Medium,Secondary,11.23,Yes,3.87,0,1
STU1821,21,Female,74.65,29.67,79.07,Low,None,10.18,No,1.71,8,0
STU1822,19,Male,88.45,46.74,83.19,Medium,None,7.26,Yes,1.34,5,0
STU1823,20,Female,92.84,53.15,66.48,Low,Secondary,13.79,Yes,2.75,4,0
STU1824,25,Female,92.83,100.0,76.9,Medium,Secondary,5.58,No,2.96,4,0
STU1825,25,Female,82.77,77.57,91.96,Low,Secondary,13.49,Yes,3.18,6,0
STU1826,18,Male,84.52,79.19,72.81,High,Graduate,7.51,No,1.99,3,0
STU1827,24,Male,73.16,53.53,61.5,Low,Graduate,12.0,Yes,1.34,5,1
STU1828,24,Female,88.16,66.1,50.52,Medium,Secondary,17.31,Yes,3.58,2,0
STU1829,23,Male,89.86,100.0,67.18,High,Graduate,9.33,Yes,3.01,0,0
STU1830,24,Female,54.49,43.14,51.51,Low,Secondary,13.9,Yes,2.3,6,1
STU1831,19,Female,83.68,73.21,67.45,Medium,Secondary,7.46,Yes,0.88,12,0
STU1832,22,Male,98.52,94.0,65.7,Medium,Graduate,4.09,No,2.06,6,0
STU1833,17,Female,72.66,82.39,91.08,Medium,Secondary,18.31,Yes,3.16,4,0
STU1834,23,Male,69.38,97.43,76.47,Low,Postgraduate,13.74,Yes,2.95,3,0
STU1835,17,Male,71.7,68.83,100.0,Low,None,9.33,No,1.5,3,0
STU1836,25,Female,55.43,75.86,34.73,Medium,Graduate,13.48,Yes,3.1,3,0
STU1837,17,Male,79.89,66.98,81.27,Medium,Graduate,4.92,No,2.53,5,0
STU1838,17,Male,78.45,74.6,65.97,Medium,Graduate,12.21,Yes,3.61,0,0
STU1839,23,Female,80.96,48.53,55.88,Low,Graduate,11.09,Yes,2.04,0,1
STU1840,18,Female,84.24,79.26,74.4,Low,Graduate,13.25,No,2.11,6,0
STU1841,21,Male,66.03,70.3,72.91,Medium,Graduate,18.21,No,2.69,4,0
STU1842,24,Male,82.1,66.13,96.56,Medium,Secondary,17.24,Yes,2.27,2,0
STU1843,24,Female,84.65,96.44,76.83,Medium,Secondary,3.06,No,1.9,1,0
STU1844,19,Male,70.67,60.22,61.14,Low,Graduate,0.02,Yes,4.0,3,1
STU1845,23,Male,84.3,86.74,81.68,Low,Graduate,11.23,Yes,3.74,3,0
STU1846,19,Male,79.21,88.53,70.41,Low,Postgraduate,10.85,No,1.83,9,0
STU1847,22,Male,68.53,80.4,52.49,Low,Secondary,4.32,Yes,2.78,1,1
STU1848,22,Male,82.24,47.63,70.03,Low,Secondary,5.2,No,1.37,7,0
STU1849,19,Male,73.64,71.46,79.62,Medium,Graduate,6.15,Yes,3.96,6,1
STU1850,23,Male,88.46,100.0,76.45,Medium,Graduate,16.68,No,3.21,4,0
STU1851,19,Female,74.41,32.27,81.61,Medium,Postgraduate,7.64,No,3.4,7,1
STU1852,24,Female,58.65,61.62,64.47,Low,Secondary,2.48,No,2.4,6,0
STU1853,20,Female,82.0,85.92,81.35,Low,None,9.68,Yes,3.54,1,0
STU1854,17,Female,81.44,62.92,77.4,Medium,Secondary,9.99,No,3.54,3,0
STU1855,20,Female,61.78,79.58,77.56,High,Secondary,4.84,No,2.47,6,0
STU1856,23,Male,89.26,90.37,75.65,Medium,Postgraduate,12.95,No,1.68,3,0
STU1857,20,Male,88.47,69.18,100.0,Medium,Secondary,15.69,No,2.95,6,0
STU1858,22,Male,64.95,74.16,97.2,High,Secondary,8.22,No,2.5,8,0
STU1859,25,Male,68.11,66.65,80.91,Medium,Secondary,2.48,No,4.0,4,0
STU1860,17,Female,75.87,70.36,59.0,Low,Secondary,8.63,Yes,2.64,3,0
STU1861,21,Male,66.62,100.0,69.15,Medium,Graduate,11.51,No,2.69,2,1
STU1862,23,Male,87.61,63.85,100.0,Low,None,0.0,No,3.25,3,0
STU1863,17,Female,80.23,58.64,63.74,Medium,Secondary,12.41,Yes,2.6,3,0
STU1864,20,Male,61.6,83.75,71.69,Medium,Postgraduate,8.13,No,3.16,7,1
STU1865,22,Male,65.66,49.83,70.57,Medium,Secondary,10.22,No,2.17,3,1
STU1866,18,Female,95.82,53.94,82.36,Low,Graduate,8.55,No,1.71,4,0
STU1867,21,Male,100.0,54.05,66.27,Medium,Secondary,6.23,Yes,1.87,7,0
STU1868,17,Male,86.08,60.39,78.54,Medium,Graduate,9.45,Yes,2.33,4,0
STU1869,22,Male,74.83,61.18,66.71,High,None,7.46,No,2.69,3,0
STU1870,22,Male,71.4,77.58,100.0,Medium,Secondary,8.21,No,3.0,7,0
STU1871,20,Male,86.25,58.84,61.27,High,Secondary,5.6,No,2.96,8,1
STU1872,24,Female,79.14,78.31,94.55,Low,Secondary,12.68,No,2.61,5,0
STU1873,20,Female,53.85,80.56,63.3,Medium,Secondary,16.18,No,1.74,9,1
STU1874,24,Female,93.48,53.24,57.93,Low,Secondary,5.63,Yes,3.16,5,0
STU1875,24,Female,98.19,80.17,60.98,Low,Graduate,9.42,Yes,1.4,7,0
STU1876,21,Female,89.06,81.8,40.77,High,Postgraduate,4.52,Yes,1.67,10,0
STU1877,20,Female,61.63,33.3,83.77,High,None,11.94,Yes,2.64,3,1
STU1878,18,Male,68.45,70.28,51.72,Low,Secondary,11.12,No,3.24,3,1
STU1879,19,Female,50.13,55.88,67.84,Low,Graduate,7.11,No,3.1,7,0
STU1880,19,Female,100.0,88.46,90.23,Low,Graduate,9.59,No,2.52,4,0
STU1881,20,Male,72.65,55.7,89.59,High,None,14.33,No,2.96,2,0
STU1882,20,Male,100.0,40.89,46.37,Low,Secondary,1.96,No,1.75,3,1
STU1883,21,Female,100.0,64.46,81.21,Low,Secondary,3.54,No,2.15,0,0
STU1884,20,Male,64.45,48.85,97.81,Low,Secondary,12.91,No,2.16,5,1
STU1885,24,Female,67.38,80.29,62.26,Medium,Postgraduate,10.27,Yes,1.82,5,0
STU1886,22,Male,84.99,50.44,85.27,High,Graduate,9.65,No,2.31,8,0
STU1887,22,Female,51.68,64.68,52.13,Low,Graduate,14.71,Yes,2.43,8,1
STU1888,24,Male,71.43,92.82,82.71,Medium,Secondary,13.52,Yes,2.23,4,0
STU1889,23,Male,69.93,84.77,77.63,Low,None,18.58,No,2.39,11,0
STU1890,24,Female,100.0,73.6,88.22,Medium,Graduate,14.47,Yes,0.31,1,0
STU1891,18,Female,80.42,62.7,86.98,Medium,None,12.63,Yes,2.91,0,1
STU1892,25,Female,73.73,71.89,47.93,Low,Secondary,9.73,No,2.28,1,0
STU1893,17,Female,68.53,77.4,77.73,Low,Secondary,9.28,No,2.27,1,1
STU1894,24,Female,91.41,47.24,100.0,High,Graduate,9.98,Yes,1.49,7,0
STU1895,20,Male,70.55,80.32,31.29,Low,Secondary,11.11,Yes,3.84,10,1
STU1896,20,Female,77.25,45.17,94.34,Medium,Secondary,3.97,No,3.88,10,0
STU1897,21,Female,68.41,75.3,100.0,Medium,Graduate,11.32,Yes,1.27,0,0
STU1898,24,Male,55.24,45.08,45.31,Low,Graduate,8.78,No,2.41,7,1
STU1899,21,Male,63.06,100.0,61.59,Medium,None,11.79,No,3.34,9,0
STU1900,24,Female,70.47,78.74,85.35,High,Graduate,7.11,No,2.31,7,0
STU1901,17,Male,74.05,36.99,57.28,Medium,Secondary,6.7,Yes,2.12,3,1
STU1902,25,Male,74.71,64.98,100.0,Low,Secondary,11.15,No,2.06,5,1
STU1903,22,Female,76.67,55.61,96.18,Medium,Graduate,12.39,No,2.85,2,0
STU1904,19,Male,70.67,53.48,47.3,Medium,Secondary,6.98,Yes,4.0,7,0
STU1905,24,Male,98.24,67.65,60.14,Medium,Secondary,16.6,Yes,3.26,0,0
STU1906,25,Female,92.22,48.3,90.4,Medium,Graduate,16.56,Yes,1.71,7,1
STU1907,22,Female,75.97,78.71,89.61,Low,Postgraduate,2.09,No,2.1,2,0
STU1908,23,Male,81.81,77.68,100.0,Medium,Secondary,6.11,No,2.39,6,0
STU1909,17,Male,72.42,71.33,57.4,Medium,None,10.58,Yes,1.91,4,0
STU1910,21,Female,35.35,64.65,100.0,Low,Secondary,11.85,Yes,1.76,3,1
STU1911,21,Male,78.31,76.88,56.72,Medium,Secondary,20.66,No,3.2,7,0
STU1912,20,Male,82.58,79.24,85.01,Low,Secondary,10.7,No,2.2,9,0
STU1913,22,Male,53.81,73.19,92.85,Low,Secondary,9.42,No,2.9,2,0
STU1914,23,Female,85.49,41.39,15.12,High,Graduate,4.31,Yes,4.0,5,0
STU1915,25,Male,73.79,50.81,93.22,Low,None,2.07,Yes,2.18,1,1
STU1916,17,Male,83.07,60.17,100.0,Low,Secondary,9.33,No,2.82,3,0
STU1917,22,Female,74.24,38.44,96.92,Medium,Secondary,20.29,Yes,1.78,2,1
STU1918,23,Male,96.76,69.03,100.0,High,Secondary,8.94,No,2.93,1,0
STU1919,19,Male,81.39,90.4,94.3,High,Postgraduate,6.14,No,3.64,8,0
STU1920,24,Female,93.04,87.53,64.26,Medium,Secondary,12.26,Yes,3.6,5,0
STU1921,21,Female,94.27,78.31,99.78,Low,Graduate,0.0,No,2.63,3,0
STU1922,25,Female,61.21,78.1,63.12,High,Graduate,10.4,No,2.18,4,0
STU1923,21,Female,66.91,100.0,76.65,Medium,Graduate,14.12,No,2.79,8,1
STU1924,25,Male,84.77,80.19,91.64,Medium,None,5.26,No,2.64,8,0
STU1925,20,Male,72.52,81.66,83.96,High,Postgraduate,16.84,No,2.97,6,0
STU1926,25,Female,74.42,39.1,100.0,Medium,None,13.3,No,2.09,2,0
