matric_percentage,science_aptitude,extracurricular_score,city_tier,recommended_field,college_tier
100.0,0.907,22.7,Urban,Pre-Medical,Top-Tier Government College
62.12,0.768,66.0,Urban,Commerce,Mid-Tier College
59.3,0.389,39.6,Urban,Arts/Humanities,Mid-Tier College
56.36,0.741,61.5,Urban,Commerce,Standard College
65.81,0.584,67.3,Urban,Commerce,Mid-Tier College
80.52,0.297,85.6,Rural,Pre-Engineering,Mid-Tier College
80.06,0.737,39.2,Urban,Computer Science,Mid-Tier College
76.7,0.099,69.4,Metro,Commerce,Mid-Tier College
63.54,0.098,1.3,Metro,Arts/Humanities,Standard College
44.16,0.196,50.3,Urban,Arts/Humanities,Standard College
72.53,0.151,5.7,Urban,Commerce,Mid-Tier College
92.3,0.871,35.1,Metro,Pre-Medical,Top-Tier Government College
85.11,0.23,27.0,Metro,Computer Science,Top-Tier Government College
65.31,0.972,20.4,Metro,Computer Science,Mid-Tier College
80.84,0.045,48.7,Metro,Pre-Engineering,Mid-Tier College
61.83,0.074,27.4,Rural,Arts/Humanities,Mid-Tier College
67.12,0.421,26.3,Urban,Commerce,Top-Tier Government College
48.25,0.623,33.3,Urban,Arts/Humanities,Standard College
62.95,0.632,38.7,Rural,Commerce,Mid-Tier College
70.25,0.112,59.2,Urban,Commerce,Mid-Tier College
65.3,0.529,40.2,Urban,Commerce,Top-Tier Government College
80.32,0.183,30.6,Rural,Pre-Engineering,Mid-Tier College
98.14,0.243,15.2,Urban,Pre-Engineering,Top-Tier Government College
89.15,0.248,60.4,Urban,Pre-Engineering,Top-Tier Government College
63.12,0.27,54.6,Rural,Commerce,Standard College
56.3,0.868,61.1,Urban,Arts/Humanities,Standard College
57.56,0.804,35.7,Metro,Arts/Humanities,Mid-Tier College
52.36,0.154,72.7,Metro,Commerce,Standard College
68.54,0.685,59.9,Metro,Commerce,Mid-Tier College
74.74,0.23,93.8,Urban,Computer Science,Mid-Tier College
70.93,0.016,41.7,Metro,Commerce,Mid-Tier College
71.1,0.066,65.5,Rural,Commerce,Mid-Tier College
70.53,0.752,81.0,Rural,Computer Science,Top-Tier Government College
65.89,0.677,44.4,Metro,Computer Science,Mid-Tier College
56.12,0.53,48.5,Metro,Arts/Humanities,Standard College
95.59,0.13,39.2,Metro,Pre-Engineering,Top-Tier Government College
84.76,0.801,43.7,Rural,Computer Science,Mid-Tier College
53.47,0.51,64.9,Urban,Arts/Humanities,Standard College
53.52,0.576,53.1,Rural,Commerce,Standard College
58.62,0.818,28.3,Urban,Arts/Humanities,Standard College
68.53,0.302,97.8,Urban,Commerce,Mid-Tier College
88.14,0.312,35.0,Metro,Pre-Engineering,Top-Tier Government College
84.24,0.103,72.1,Metro,Pre-Engineering,Mid-Tier College
85.08,0.334,50.3,Rural,Computer Science,Top-Tier Government College
85.41,0.814,62.7,Urban,Pre-Engineering,Top-Tier Government College
85.7,0.624,60.7,Urban,Computer Science,Top-Tier Government College
79.79,0.264,65.3,Metro,Pre-Engineering,Mid-Tier College
75.27,0.274,65.2,Urban,Commerce,Mid-Tier College
66.1,0.651,83.5,Urban,Computer Science,Mid-Tier College
40.1,0.847,36.1,Metro,Arts/Humanities,Standard College
65.93,0.409,23.6,Metro,Commerce,Mid-Tier College
96.83,0.001,16.6,Urban,Pre-Engineering,Top-Tier Government College
59.36,0.947,9.1,Urban,Arts/Humanities,Standard College
57.99,0.883,59.3,Metro,Commerce,Standard College
84.28,0.631,14.9,Urban,Computer Science,Mid-Tier College
69.29,0.041,17.6,Rural,Computer Science,Mid-Tier College
60.32,0.449,54.1,Rural,Commerce,Standard College
92.92,0.294,43.6,Rural,Pre-Engineering,Top-Tier Government College
77.99,0.085,51.0,Metro,Commerce,Top-Tier Government College
80.12,0.407,0.0,Urban,Computer Science,Top-Tier Government College
58.97,0.508,23.8,Urban,Arts/Humanities,Mid-Tier College
75.95,0.509,18.6,Rural,Computer Science,Top-Tier Government College
74.02,0.281,48.5,Rural,Commerce,Mid-Tier College
80.43,0.247,48.1,Metro,Computer Science,Top-Tier Government College
86.39,0.814,56.8,Metro,Pre-Engineering,Top-Tier Government College
86.02,0.109,73.1,Metro,Computer Science,Top-Tier Government College
70.73,0.529,100.0,Metro,Commerce,Mid-Tier College
79.03,0.556,38.5,Urban,Pre-Engineering,Mid-Tier College
49.68,0.177,62.8,Urban,Arts/Humanities,Mid-Tier College
78.3,0.022,66.9,Metro,Pre-Engineering,Mid-Tier College
78.95,0.503,46.8,Metro,Pre-Engineering,Mid-Tier College
61.78,0.54,29.2,Metro,Arts/Humanities,Standard College
55.62,0.156,66.1,Metro,Commerce,Mid-Tier College
67.06,0.005,66.7,Urban,Commerce,Top-Tier Government College
48.58,0.521,60.1,Urban,Arts/Humanities,Standard College
73.45,0.018,34.7,Rural,Commerce,Mid-Tier College
72.72,0.417,4.9,Urban,Computer Science,Mid-Tier College
52.82,0.77,28.4,Urban,Commerce,Mid-Tier College
68.76,0.844,72.9,Rural,Commerce,Mid-Tier College
85.08,0.583,72.7,Rural,Computer Science,Top-Tier Government College
85.0,0.604,28.9,Rural,Pre-Engineering,Top-Tier Government College
84.17,0.139,54.1,Urban,Computer Science,Mid-Tier College
65.59,0.504,74.9,Metro,Commerce,Mid-Tier College
62.59,0.24,75.5,Metro,Commerce,Standard College
61.75,0.825,30.8,Urban,Arts/Humanities,Mid-Tier College
77.48,0.385,45.5,Rural,Commerce,Mid-Tier College
100.0,0.626,47.9,Urban,Pre-Medical,Top-Tier Government College
90.48,0.759,27.3,Metro,Pre-Medical,Top-Tier Government College
93.37,0.438,83.8,Rural,Pre-Engineering,Top-Tier Government College
89.6,0.933,14.1,Metro,Pre-Medical,Top-Tier Government College
42.2,0.528,57.4,Metro,Arts/Humanities,Standard College
64.79,0.273,69.6,Metro,Commerce,Mid-Tier College
61.08,0.858,58.3,Metro,Commerce,Standard College
87.99,0.669,64.1,Urban,Pre-Engineering,Top-Tier Government College
95.01,0.013,4.7,Metro,Pre-Engineering,Top-Tier Government College
57.38,0.258,50.4,Urban,Arts/Humanities,Standard College
68.62,0.758,55.4,Rural,Computer Science,Mid-Tier College
76.91,0.661,55.1,Rural,Computer Science,Mid-Tier College
60.18,0.479,23.2,Urban,Arts/Humanities,Standard College
57.94,0.951,44.8,Metro,Commerce,Standard College
57.16,0.34,33.1,Metro,Arts/Humanities,Standard College
82.16,0.698,77.3,Rural,Computer Science,Mid-Tier College
53.45,0.351,36.5,Metro,Commerce,Standard College
86.17,0.269,46.9,Urban,Computer Science,Top-Tier Government College
69.39,0.211,46.0,Rural,Commerce,Mid-Tier College
80.03,0.09,45.4,Rural,Pre-Engineering,Mid-Tier College
92.72,0.126,83.4,Urban,Pre-Engineering,Top-Tier Government College
57.3,0.177,78.6,Urban,Commerce,Standard College
54.93,0.299,57.2,Urban,Commerce,Mid-Tier College
74.83,0.958,43.0,Metro,Commerce,Mid-Tier College
51.49,0.157,40.9,Rural,Commerce,Mid-Tier College
56.32,0.442,12.6,Urban,Arts/Humanities,Standard College
66.18,0.194,51.2,Metro,Commerce,Mid-Tier College
70.51,0.424,56.0,Metro,Commerce,Mid-Tier College
48.11,0.031,46.3,Urban,Arts/Humanities,Mid-Tier College
61.89,0.273,31.3,Urban,Commerce,Mid-Tier College
77.32,0.253,73.4,Urban,Commerce,Mid-Tier College
89.49,0.533,65.2,Urban,Pre-Medical,Top-Tier Government College
36.65,0.011,53.0,Rural,Arts/Humanities,Standard College
88.86,0.492,81.3,Urban,Pre-Engineering,Top-Tier Government College
82.08,0.088,54.9,Rural,Pre-Engineering,Mid-Tier College
50.68,0.87,86.2,Urban,Commerce,Standard College
44.53,0.425,46.3,Rural,Arts/Humanities,Standard College
74.66,0.764,53.0,Rural,Commerce,Top-Tier Government College
61.31,0.832,38.1,Urban,Commerce,Standard College
70.17,0.316,68.1,Rural,Computer Science,Mid-Tier College
81.73,0.806,40.4,Rural,Pre-Engineering,Top-Tier Government College
62.07,0.546,58.1,Rural,Arts/Humanities,Mid-Tier College
70.59,0.815,52.6,Urban,Computer Science,Top-Tier Government College
75.58,0.8,35.2,Metro,Commerce,Top-Tier Government College
82.17,0.158,94.0,Rural,Computer Science,Top-Tier Government College
96.08,0.656,71.9,Metro,Pre-Medical,Top-Tier Government College
95.11,0.408,45.4,Metro,Pre-Engineering,Top-Tier Government College
71.84,0.028,67.0,Metro,Commerce,Mid-Tier College
64.24,0.234,57.1,Urban,Arts/Humanities,Standard College
100.0,0.211,41.5,Urban,Pre-Engineering,Top-Tier Government College
78.21,0.553,86.7,Rural,Pre-Engineering,Mid-Tier College
74.81,0.357,66.8,Urban,Computer Science,Top-Tier Government College
50.47,0.177,62.4,Rural,Arts/Humanities,Standard College
80.4,0.788,60.7,Metro,Computer Science,Mid-Tier College
55.63,0.163,63.7,Metro,Arts/Humanities,Standard College
60.71,0.743,65.6,Rural,Commerce,Standard College
46.74,0.711,55.4,Urban,Arts/Humanities,Mid-Tier College
59.74,0.174,54.4,Metro,Arts/Humanities,Mid-Tier College
69.0,0.697,53.0,Rural,Computer Science,Mid-Tier College
44.12,0.69,20.6,Urban,Arts/Humanities,Standard College
53.76,0.674,47.0,Metro,Arts/Humanities,Standard College
66.76,0.961,74.9,Metro,Commerce,Mid-Tier College
47.9,0.931,81.2,Rural,Arts/Humanities,Mid-Tier College
48.07,0.446,54.6,Metro,Arts/Humanities,Mid-Tier College
54.76,0.314,34.8,Urban,Commerce,Standard College
45.6,0.113,70.8,Metro,Arts/Humanities,Mid-Tier College
77.79,0.327,34.6,Urban,Commerce,Mid-Tier College
52.19,0.65,30.2,Rural,Arts/Humanities,Standard College
80.25,0.835,22.8,Metro,Computer Science,Mid-Tier College
82.73,0.147,10.0,Metro,Computer Science,Mid-Tier College
48.93,0.52,87.9,Metro,Arts/Humanities,Mid-Tier College
68.65,0.157,51.3,Metro,Commerce,Mid-Tier College
60.38,0.874,0.0,Metro,Arts/Humanities,Standard College
49.89,0.913,34.2,Metro,Arts/Humanities,Standard College
62.67,0.085,16.5,Metro,Commerce,Standard College
64.16,0.08,67.3,Metro,Commerce,Mid-Tier College
79.33,0.835,37.2,Urban,Pre-Engineering,Mid-Tier College
84.35,0.437,35.1,Urban,Computer Science,Mid-Tier College
50.46,0.361,62.7,Rural,Commerce,Standard College
61.53,0.983,82.0,Urban,Commerce,Standard College
76.46,0.907,34.6,Urban,Commerce,Mid-Tier College
86.78,0.241,48.7,Rural,Computer Science,Top-Tier Government College
33.0,0.261,30.3,Urban,Arts/Humanities,Standard College
88.39,0.924,68.1,Rural,Pre-Medical,Top-Tier Government College
65.32,0.931,54.6,Urban,Commerce,Mid-Tier College
92.45,0.441,52.1,Rural,Pre-Engineering,Top-Tier Government College
61.24,0.419,33.5,Rural,Commerce,Standard College
54.74,0.783,79.1,Metro,Arts/Humanities,Standard College
68.72,0.13,43.7,Urban,Commerce,Mid-Tier College
86.67,0.311,73.0,Metro,Pre-Engineering,Top-Tier Government College
68.49,0.079,73.9,Metro,Computer Science,Mid-Tier College
33.0,0.157,26.8,Metro,Arts/Humanities,Standard College
78.92,0.138,45.7,Rural,Pre-Engineering,Mid-Tier College
42.3,0.328,54.6,Rural,Arts/Humanities,Standard College
52.38,0.754,28.2,Rural,Commerce,Standard College
49.45,0.93,47.7,Metro,Arts/Humanities,Standard College
38.65,0.195,55.9,Rural,Arts/Humanities,Standard College
47.99,0.177,16.9,Metro,Arts/Humanities,Standard College
52.23,0.547,43.6,Metro,Commerce,Standard College
58.22,0.668,56.0,Metro,Commerce,Mid-Tier College
67.15,0.773,40.4,Urban,Commerce,Mid-Tier College
62.66,0.541,37.9,Rural,Commerce,Standard College
44.31,0.895,21.7,Urban,Arts/Humanities,Standard College
65.09,0.165,49.9,Metro,Computer Science,Top-Tier Government College
83.56,0.466,53.6,Metro,Pre-Engineering,Mid-Tier College
83.17,0.134,47.5,Urban,Computer Science,Top-Tier Government College
70.15,0.981,76.6,Metro,Commerce,Top-Tier Government College
77.91,0.987,49.7,Metro,Commerce,Top-Tier Government College
82.28,0.626,41.2,Urban,Pre-Engineering,Mid-Tier College
89.79,0.81,84.1,Urban,Pre-Medical,Top-Tier Government College
95.14,0.57,63.5,Urban,Pre-Medical,Top-Tier Government College
62.88,0.957,71.5,Urban,Arts/Humanities,Mid-Tier College
63.65,0.772,75.4,Urban,Arts/Humanities,Mid-Tier College
91.56,0.521,39.5,Urban,Pre-Medical,Top-Tier Government College
92.98,0.467,30.5,Metro,Pre-Engineering,Top-Tier Government College
92.65,0.7,82.7,Rural,Pre-Medical,Top-Tier Government College
33.0,0.149,12.0,Urban,Arts/Humanities,Standard College
64.48,0.419,39.3,Rural,Arts/Humanities,Standard College
33.0,0.084,81.6,Metro,Arts/Humanities,Standard College
79.68,0.404,36.7,Urban,Pre-Engineering,Mid-Tier College
68.89,0.913,64.8,Urban,Commerce,Mid-Tier College
68.83,0.505,34.0,Metro,Commerce,Mid-Tier College
65.8,0.732,97.1,Urban,Commerce,Top-Tier Government College
88.85,0.09,48.4,Urban,Pre-Engineering,Top-Tier Government College
63.31,0.045,66.2,Rural,Arts/Humanities,Standard College
84.53,0.214,23.5,Metro,Pre-Engineering,Mid-Tier College
76.86,0.798,64.7,Urban,Commerce,Top-Tier Government College
73.71,0.218,63.7,Rural,Commerce,Mid-Tier College
75.4,0.145,40.9,Rural,Commerce,Mid-Tier College
69.77,0.734,63.7,Rural,Commerce,Mid-Tier College
50.5,0.57,45.9,Metro,Commerce,Mid-Tier College
79.46,0.163,58.0,Metro,Computer Science,Top-Tier Government College
79.41,0.508,40.0,Metro,Pre-Engineering,Top-Tier Government College
65.7,0.233,41.0,Metro,Commerce,Top-Tier Government College
79.69,0.381,25.6,Metro,Pre-Engineering,Mid-Tier College
82.38,0.525,58.9,Urban,Pre-Engineering,Mid-Tier College
47.5,0.972,45.9,Urban,Arts/Humanities,Standard College
65.73,0.383,36.2,Metro,Computer Science,Mid-Tier College
60.91,0.151,82.9,Urban,Commerce,Standard College
53.52,0.67,50.5,Urban,Arts/Humanities,Standard College
73.16,0.847,47.3,Metro,Computer Science,Mid-Tier College
54.51,0.822,35.7,Urban,Commerce,Mid-Tier College
61.05,0.255,68.7,Metro,Arts/Humanities,Mid-Tier College
71.93,0.9,53.2,Urban,Commerce,Mid-Tier College
73.6,0.134,33.7,Urban,Computer Science,Mid-Tier College
73.14,0.135,45.2,Metro,Computer Science,Top-Tier Government College
100.0,0.761,61.7,Urban,Pre-Medical,Top-Tier Government College
59.94,0.714,52.3,Rural,Commerce,Mid-Tier College
72.0,0.521,73.4,Urban,Commerce,Top-Tier Government College
48.71,0.699,70.6,Metro,Arts/Humanities,Standard College
75.7,0.285,93.9,Metro,Computer Science,Top-Tier Government College
86.46,0.942,37.2,Metro,Computer Science,Top-Tier Government College
87.42,0.402,49.3,Metro,Pre-Engineering,Top-Tier Government College
57.83,0.772,45.4,Metro,Arts/Humanities,Mid-Tier College
63.53,0.886,45.4,Metro,Commerce,Standard College
88.2,0.51,51.6,Metro,Pre-Medical,Top-Tier Government College
66.51,0.003,43.3,Metro,Commerce,Top-Tier Government College
83.34,0.772,68.1,Urban,Computer Science,Mid-Tier College
52.44,0.952,25.8,Metro,Commerce,Standard College
90.13,0.225,51.4,Rural,Pre-Engineering,Top-Tier Government College
84.44,0.984,62.8,Rural,Pre-Engineering,Mid-Tier College
75.42,0.055,70.2,Metro,Commerce,Mid-Tier College
55.22,0.729,50.0,Urban,Arts/Humanities,Mid-Tier College
65.44,0.915,56.5,Rural,Commerce,Mid-Tier College
70.42,0.957,51.5,Urban,Commerce,Mid-Tier College
72.21,0.036,60.2,Rural,Commerce,Top-Tier Government College
66.32,0.927,46.9,Rural,Computer Science,Mid-Tier College
64.5,0.739,64.6,Metro,Commerce,Standard College
71.08,0.853,77.2,Urban,Commerce,Top-Tier Government College
90.33,0.586,91.8,Urban,Pre-Medical,Top-Tier Government College
35.87,0.226,43.8,Urban,Arts/Humanities,Standard College
46.05,0.655,67.2,Urban,Arts/Humanities,Standard College
43.28,0.727,55.9,Rural,Arts/Humanities,Standard College
57.01,0.277,59.0,Urban,Commerce,Mid-Tier College
40.16,0.526,41.7,Urban,Arts/Humanities,Standard College
76.85,0.809,52.9,Metro,Computer Science,Top-Tier Government College
69.53,0.776,61.8,Rural,Computer Science,Top-Tier Government College
63.94,0.368,51.2,Metro,Arts/Humanities,Mid-Tier College
57.1,0.703,42.7,Urban,Commerce,Standard College
70.51,0.881,74.9,Metro,Computer Science,Mid-Tier College
70.85,0.855,53.2,Urban,Commerce,Top-Tier Government College
73.28,0.078,46.1,Metro,Commerce,Top-Tier Government College
56.34,0.314,51.1,Urban,Arts/Humanities,Mid-Tier College
78.39,0.261,46.4,Rural,Computer Science,Mid-Tier College
44.5,0.463,35.8,Metro,Arts/Humanities,Standard College
87.99,0.193,60.9,Metro,Computer Science,Top-Tier Government College
33.0,0.166,46.0,Metro,Arts/Humanities,Standard College
58.5,0.758,26.0,Urban,Commerce,Mid-Tier College
48.76,0.438,70.5,Metro,Arts/Humanities,Standard College
80.64,0.249,43.7,Urban,Computer Science,Mid-Tier College
44.24,0.148,21.9,Rural,Arts/Humanities,Standard College
97.15,0.343,48.8,Metro,Pre-Engineering,Top-Tier Government College
43.29,0.806,36.3,Metro,Arts/Humanities,Standard College
100.0,0.618,53.9,Rural,Pre-Medical,Top-Tier Government College
75.17,0.819,26.8,Metro,Computer Science,Mid-Tier College
68.49,0.795,41.9,Rural,Commerce,Mid-Tier College
74.97,0.992,17.7,Metro,Computer Science,Mid-Tier College
100.0,0.036,22.8,Rural,Pre-Engineering,Top-Tier Government College
82.29,0.706,51.7,Urban,Pre-Engineering,Mid-Tier College
33.0,0.2,38.7,Urban,Arts/Humanities,Standard College
87.11,0.233,79.9,Urban,Computer Science,Top-Tier Government College
71.71,0.079,35.3,Metro,Computer Science,Mid-Tier College
42.13,0.756,53.1,Rural,Arts/Humanities,Standard College
80.17,0.045,24.6,Urban,Computer Science,Mid-Tier College
48.62,0.565,79.2,Rural,Arts/Humanities,Mid-Tier College
70.9,0.184,50.6,Metro,Commerce,Mid-Tier College
71.73,0.766,19.6,Urban,Commerce,Mid-Tier College
57.63,0.324,54.4,Urban,Arts/Humanities,Mid-Tier College
78.36,0.066,40.1,Metro,Computer Science,Mid-Tier College
51.65,0.935,92.3,Metro,Commerce,Mid-Tier College
71.06,0.235,71.4,Urban,Computer Science,Mid-Tier College
59.24,0.416,34.4,Rural,Arts/Humanities,Mid-Tier College
65.08,0.18,63.9,Urban,Commerce,Mid-Tier College
98.77,0.207,59.4,Metro,Pre-Engineering,Top-Tier Government College
69.79,0.455,43.0,Urban,Commerce,Mid-Tier College
50.6,0.046,43.4,Rural,Arts/Humanities,Standard College
66.12,0.009,44.9,Metro,Computer Science,Top-Tier Government College
55.69,0.59,30.7,Metro,Arts/Humanities,Mid-Tier College
68.42,0.367,55.7,Urban,Commerce,Top-Tier Government College
70.59,0.953,40.1,Rural,Commerce,Mid-Tier College
69.36,0.96,48.1,Metro,Commerce,Mid-Tier College
69.34,0.008,42.9,Metro,Computer Science,Mid-Tier College
59.29,0.61,35.7,Metro,Arts/Humanities,Mid-Tier College
75.19,0.262,88.1,Metro,Commerce,Mid-Tier College
84.92,0.075,55.8,Metro,Computer Science,Mid-Tier College
58.07,0.733,63.3,Metro,Commerce,Standard College
67.07,0.402,100.0,Rural,Computer Science,Mid-Tier College
68.97,0.275,49.2,Metro,Commerce,Mid-Tier College
88.06,0.472,36.1,Urban,Pre-Engineering,Top-Tier Government College
85.27,0.161,16.3,Rural,Computer Science,Top-Tier Government College
56.32,0.66,21.9,Metro,Arts/Humanities,Standard College
69.16,0.335,62.5,Urban,Commerce,Mid-Tier College
44.1,0.948,22.7,Rural,Arts/Humanities,Standard College
52.55,0.612,9.6,Rural,Commerce,Mid-Tier College
68.24,0.807,50.8,Rural,Commerce,Mid-Tier College
78.08,0.951,48.5,Rural,Pre-Engineering,Top-Tier Government College
83.27,0.089,83.3,Urban,Computer Science,Mid-Tier College
63.03,0.788,21.4,Urban,Arts/Humanities,Mid-Tier College
46.35,0.419,70.2,Metro,Arts/Humanities,Standard College
74.35,0.484,4.1,Urban,Computer Science,Mid-Tier College
65.23,0.578,75.3,Metro,Computer Science,Mid-Tier College
74.78,0.618,55.6,Rural,Computer Science,Top-Tier Government College
70.56,0.847,31.3,Urban,Computer Science,Mid-Tier College
79.45,0.19,74.3,Rural,Pre-Engineering,Mid-Tier College
78.47,0.61,53.4,Urban,Pre-Engineering,Mid-Tier College
81.5,0.701,61.8,Urban,Pre-Engineering,Mid-Tier College
60.65,0.36,50.8,Urban,Commerce,Standard College
83.93,0.125,72.7,Metro,Pre-Engineering,Mid-Tier College
59.95,0.904,63.1,Urban,Arts/Humanities,Standard College
69.36,0.052,31.3,Urban,Computer Science,Mid-Tier College
97.77,0.623,32.8,Urban,Pre-Medical,Top-Tier Government College
73.71,0.59,33.5,Rural,Commerce,Mid-Tier College
49.34,0.632,65.6,Urban,Arts/Humanities,Standard College
91.85,0.939,62.2,Rural,Pre-Medical,Top-Tier Government College
84.0,0.969,55.7,Rural,Computer Science,Top-Tier Government College
86.25,0.221,45.6,Urban,Pre-Engineering,Top-Tier Government College
71.16,0.709,38.7,Rural,Computer Science,Top-Tier Government College
73.53,0.796,57.0,Metro,Commerce,Mid-Tier College
64.27,0.498,66.5,Urban,Arts/Humanities,Mid-Tier College
56.8,0.699,65.4,Metro,Commerce,Mid-Tier College
92.48,0.023,82.4,Urban,Pre-Engineering,Top-Tier Government College
62.11,0.438,84.3,Urban,Commerce,Standard College
60.31,0.421,43.0,Urban,Commerce,Standard College
60.9,0.764,100.0,Urban,Arts/Humanities,Standard College
97.8,0.284,80.0,Rural,Pre-Engineering,Top-Tier Government College
82.05,0.92,56.2,Urban,Computer Science,Mid-Tier College
62.11,0.706,57.6,Metro,Arts/Humanities,Standard College
67.27,0.735,61.2,Metro,Commerce,Mid-Tier College
76.17,0.935,40.1,Urban,Commerce,Mid-Tier College
82.06,0.514,37.1,Urban,Pre-Engineering,Mid-Tier College
42.23,0.505,51.3,Urban,Arts/Humanities,Standard College
82.46,0.012,43.1,Urban,Computer Science,Mid-Tier College
64.51,0.087,0.0,Metro,Arts/Humanities,Mid-Tier College
57.02,0.792,62.8,Urban,Arts/Humanities,Mid-Tier College
61.75,0.605,12.7,Urban,Commerce,Standard College
80.67,0.746,57.0,Urban,Pre-Engineering,Top-Tier Government College
96.13,0.434,43.4,Rural,Pre-Engineering,Top-Tier Government College
70.37,0.159,37.8,Urban,Commerce,Top-Tier Government College
76.91,0.111,65.4,Metro,Commerce,Mid-Tier College
54.98,0.933,34.1,Urban,Commerce,Standard College
75.86,0.738,31.2,Metro,Commerce,Mid-Tier College
81.16,0.144,56.1,Urban,Pre-Engineering,Mid-Tier College
44.19,0.287,54.6,Metro,Arts/Humanities,Standard College
59.79,0.174,36.4,Metro,Arts/Humanities,Standard College
80.65,0.32,35.1,Rural,Computer Science,Top-Tier Government College
39.86,0.619,35.7,Urban,Arts/Humanities,Standard College
62.02,0.418,56.7,Rural,Commerce,Mid-Tier College
77.61,0.835,58.8,Urban,Commerce,Mid-Tier College
40.95,0.059,66.3,Rural,Arts/Humanities,Standard College
61.65,0.034,48.0,Urban,Arts/Humanities,Standard College
68.88,0.788,32.3,Rural,Computer Science,Top-Tier Government College
82.25,0.838,64.3,Rural,Computer Science,Mid-Tier College
47.54,0.655,100.0,Metro,Arts/Humanities,Standard College
85.75,0.23,82.0,Rural,Computer Science,Top-Tier Government College
72.89,0.599,30.0,Urban,Computer Science,Mid-Tier College
87.15,0.087,65.3,Urban,Computer Science,Top-Tier Government College
86.61,0.522,47.7,Urban,Computer Science,Top-Tier Government College
73.45,0.446,48.1,Metro,Computer Science,Mid-Tier College
75.77,0.075,44.9,Metro,Computer Science,Top-Tier Government College
40.17,0.752,34.0,Metro,Arts/Humanities,Standard College
46.4,0.925,20.2,Metro,Arts/Humanities,Standard College
51.92,0.13,58.9,Rural,Commerce,Mid-Tier College
62.43,0.871,30.1,Urban,Arts/Humanities,Mid-Tier College
82.93,0.065,39.4,Metro,Pre-Engineering,Top-Tier Government College
39.47,0.722,42.6,Rural,Arts/Humanities,Standard College
62.88,0.837,52.1,Urban,Commerce,Mid-Tier College
46.86,0.512,41.6,Urban,Arts/Humanities,Standard College
43.08,0.811,47.3,Urban,Arts/Humanities,Standard College
91.63,0.934,41.8,Metro,Pre-Medical,Top-Tier Government College
69.58,0.551,55.3,Urban,Commerce,Mid-Tier College
94.16,0.598,57.3,Urban,Pre-Medical,Top-Tier Government College
86.95,0.923,79.3,Rural,Pre-Engineering,Top-Tier Government College
53.26,0.283,61.4,Metro,Commerce,Mid-Tier College
38.33,0.721,39.0,Metro,Arts/Humanities,Standard College
100.0,0.712,61.5,Metro,Pre-Medical,Top-Tier Government College
61.52,0.665,68.5,Metro,Commerce,Mid-Tier College
49.69,0.663,39.1,Urban,Arts/Humanities,Mid-Tier College
79.06,0.247,39.5,Metro,Computer Science,Mid-Tier College
70.18,0.897,5.8,Metro,Commerce,Mid-Tier College
57.26,0.622,79.9,Metro,Arts/Humanities,Standard College
62.47,0.328,53.3,Rural,Arts/Humanities,Mid-Tier College
70.58,0.195,77.1,Urban,Commerce,Mid-Tier College
69.18,0.726,20.2,Rural,Computer Science,Top-Tier Government College
80.09,0.019,4.0,Rural,Computer Science,Mid-Tier College
62.34,0.531,56.6,Metro,Commerce,Mid-Tier College
62.51,0.205,33.8,Urban,Commerce,Mid-Tier College
77.61,0.915,53.8,Urban,Commerce,Mid-Tier College
73.01,0.717,35.1,Metro,Commerce,Top-Tier Government College
85.51,0.447,66.7,Urban,Pre-Engineering,Top-Tier Government College
64.0,0.611,44.0,Metro,Commerce,Mid-Tier College
66.43,0.484,47.3,Urban,Computer Science,Mid-Tier College
49.5,0.068,60.1,Rural,Arts/Humanities,Standard College
91.99,0.422,41.7,Rural,Pre-Engineering,Top-Tier Government College
45.7,0.617,43.0,Rural,Arts/Humanities,Mid-Tier College
71.23,0.507,75.2,Urban,Commerce,Top-Tier Government College
53.73,0.947,48.8,Urban,Commerce,Mid-Tier College
73.4,0.371,55.0,Urban,Computer Science,Mid-Tier College
79.91,0.533,60.5,Rural,Pre-Engineering,Mid-Tier College
41.77,0.375,52.8,Rural,Arts/Humanities,Standard College
64.62,0.884,60.8,Urban,Arts/Humanities,Standard College
39.89,0.914,88.4,Urban,Arts/Humanities,Standard College
90.47,0.474,72.2,Metro,Pre-Engineering,Top-Tier Government College
60.91,0.188,22.9,Rural,Commerce,Mid-Tier College
42.78,0.444,7.2,Urban,Arts/Humanities,Standard College
56.77,0.805,33.5,Metro,Arts/Humanities,Standard College
88.98,0.37,4.0,Rural,Pre-Engineering,Top-Tier Government College
91.8,0.915,0.0,Metro,Pre-Medical,Top-Tier Government College
88.33,0.804,30.0,Rural,Pre-Medical,Top-Tier Government College
55.45,0.132,31.6,Urban,Arts/Humanities,Mid-Tier College
65.56,0.533,54.1,Urban,Computer Science,Top-Tier Government College
94.16,0.871,59.6,Urban,Pre-Medical,Top-Tier Government College
56.29,0.935,93.6,Rural,Commerce,Standard College
62.64,0.114,36.5,Rural,Commerce,Mid-Tier College
52.74,0.102,38.6,Rural,Commerce,Standard College
49.37,0.492,54.9,Urban,Arts/Humanities,Standard College
87.3,0.518,72.2,Urban,Pre-Engineering,Top-Tier Government College
78.09,0.255,45.4,Urban,Pre-Engineering,Mid-Tier College
75.19,0.901,32.7,Rural,Computer Science,Mid-Tier College
77.27,0.224,0.0,Urban,Computer Science,Mid-Tier College
84.34,0.701,67.1,Metro,Pre-Engineering,Top-Tier Government College
